R324	6380.00
R325	1160.00
R326	1022.00
R327	3908.00
R328	7912.00
R329	311.00
R330	3791.00
R331	1364.00
R332	2288.00
R333	3031.00
R334	3878.00
R335	0.00
R336	0.00
R337	1.00
R338	1.00
R339	465.00
R340	1530.00
R341	1652.00
R342	3941.00
R343	2011.00
R344	1476.00
R345	1502.00
R346	1597.00
R347	3386.00
R348	538.00
R349	1906.00
R350	1156.00
R352	1353.00
R353	2392.00
R354	599.00
R355	841.00
R356	3069.00
R357	720.00
R358	2.00
R359	5122.00
R360	715.00
R361	4.00
R362	2.00
R363	1.00
R364	0.00
R365	0.00
R366	9.00
R367	0.00
R368	1147.00
R369	1599.00
R370	471.00
R371	865.00
R372	1189.00
R373	1489.00
R374	1894.00
R375	1702.00
R376	1296.00
R377	3791.00
R378	5009.00
R379	2363.00
R380	2913.00
R381	2869.00
R382	2081.00
R383	1023.00
R384	1003.00
R385	2955.00
R386	2780.00
R387	3462.00
R388	12692.00
R389	0.00
R390	5721.00
R391	2969.00
R392	4944.00
R393	1742.00
R394	3765.00
R395	2627.00
R396	2545.00
R397	1433.00
R398	4746.00
R399	998.00
R400	934.00
R401	1075.00
R402	1022.00
R403	1355.00
R404	1997.00
R405	2142.00
R406	2979.00
R407	1099.00
R408	3951.00
R409	1477.00
R411	907.00
R412	2073.00
R413	1483.00
R414	1316.00
R415	107.00
R416	4475.00
R417	239.00
R418	73.00
R419	453.00
R420	2386.00
R421	1146.00
R422	683.00
R423	1711.00
R424	1372.00
R425	1235.00
R426	735.00
R427	602.00
R428	1259.00
R429	2806.00
R430	422.00
R431	1113.00
R432	1430.00
R433	916.00
R434	1285.00
R435	1503.00
R436	1386.00
R437	3695.00
R438	2281.00
R439	2120.00
R440	473.00
R441	1304.00
R442	1406.00
R443	3474.00
R444	3.00
R445	3630.00
R446	3623.00
R447	1598.00
R448	337.00
R449	2238.00
R450	1580.00
R451	2268.00
R452	22436.00
R453	4486.00
R454	431.00
R455	426.00
R456	610.00
R460	5147.00
R461	10260.00
R462	4695.00
R463	15419.00
R464	0.00
R468	2991.00
R469	2894.00
R535	2584.00
R536	4240.00
R540	12091.00
R541	14663.00
R542	1858.00
R543	3416.00
R544	2238.00
R545	4358.00
R546	7131.00
R547	2554.00
R548	1803.00
R549	9383.00
R550	10708.00
R551	6664.00
R552	12159.00
R001	28163.00
R002	7778.00
R003	1463.00
R004	3823.00
R005	3619.00
R006	2274.00
R007	2514.00
R008	2713.00
R009	2172.00
R010	17369.00
R011	57545.00
R012	55226.00
R013	17285.00
R014	31848.00
R015	22558.00
R016	6438.00
R017	29671.00
R018	46984.00
R019	23341.00
R020	27624.00
R021	29226.00
R022	48795.00
R023	44190.00
R024	20215.00
R025	40013.00
R027	17118.00
R028	20379.00
R029	52651.00
R030	18422.00
R031	31867.00
R032	28377.00
R033	44804.00
R034	6553.00
R035	22004.00
R036	5558.00
R037	5883.00
R038	1824.00
R039	5139.00
R040	8361.00
R041	23204.00
R042	4076.00
R043	22535.00
R044	24167.00
R045	22837.00
R046	57769.00
R047	39002.00
R048	10232.00
R049	19426.00
R050	23601.00
R051	24776.00
R052	7167.00
R053	22757.00
R054	9207.00
R055	56771.00
R056	11318.00
R057	30524.00
R058	4132.00
R059	7745.00
R060	4403.00
R061	3898.00
R062	25699.00
R063	7461.00
R064	5707.00
R065	5656.00
R066	2113.00
R067	5688.00
R068	1597.00
R069	3650.00
R070	12902.00
R079	14654.00
R080	24064.00
R081	21021.00
R082	9428.00
R083	18070.00
R084	57796.00
R085	13607.00
R086	12088.00
R087	9121.00
R088	4070.00
R089	4092.00
R090	885.00
R091	4083.00
R092	14059.00
R093	10751.00
R094	10945.00
R095	10702.00
R096	14549.00
R097	20422.00
R098	14228.00
R099	17085.00
R100	2217.00
R101	20338.00
R102	22688.00
R103	8508.00
R104	8221.00
R105	19125.00
R106	7367.00
R107	6408.00
R108	37368.00
R109	10093.00
R110	23842.00
R111	16007.00
R112	7161.00
R113	13305.00
R114	6291.00
R115	8742.00
R116	20160.00
R117	6288.00
R118	8845.00
R119	11594.00
R120	11015.00
R121	8259.00
R122	15745.00
R123	12174.00
R124	4642.00
R125	5805.00
R126	11858.00
R127	28948.00
R128	4017.00
R129	9014.00
R130	3821.00
R131	30628.00
R132	27239.00
R133	9427.00
R134	6111.00
R135	7850.00
R136	14209.00
R137	16084.00
R138	30636.00
R139	16541.00
R140	9291.00
R141	25679.00
R142	19999.00
R143	20311.00
R144	25055.00
R145	4957.00
R146	10189.00
R147	16363.00
R148	6768.00
R149	9729.00
R150	6827.00
R151	12100.00
R152	13290.00
R153	13643.00
R154	8450.00
R155	7194.00
R156	6254.00
R157	7738.00
R158	28157.00
R159	14112.00
R160	13277.00
R161	10406.00
R163	16667.00
R164	18744.00
R165	731.00
R166	14211.00
R167	17509.00
R168	33148.00
R169	14818.00
R170	79118.00
R171	9086.00
R172	12754.00
R173	8761.00
R174	9845.00
R175	32672.00
R176	27928.00
R177	35436.00
R178	33056.00
R179	37926.00
R180	15266.00
R181	11174.00
R182	15486.00
R183	6272.00
R184	6711.00
R185	6326.00
R186	10628.00
R187	10689.00
R188	13515.00
R189	7980.00
R190	12777.00
R191	11970.00
R192	12154.00
R193	9520.00
R194	11148.00
R195	22338.00
R196	8019.00
R197	11869.00
R198	14713.00
R199	4848.00
R200	6476.00
R201	22254.00
R202	15474.00
R203	13198.00
R204	11711.00
R205	10258.00
R206	13395.00
R207	10640.00
R208	16903.00
R209	5631.00
R210	4132.00
R211	17187.00
R212	11354.00
R213	8414.00
R214	5119.00
R215	10635.00
R216	5746.00
R217	9356.00
R218	12967.00
R219	9604.00
R220	9286.00
R221	8630.00
R222	15810.00
R223	13258.00
R224	5036.00
R225	4385.00
R226	5744.00
R227	7782.00
R228	7557.00
R229	4761.00
R230	4160.00
R231	6268.00
R232	6916.00
R233	7148.00
R234	2995.00
R235	19696.00
R236	10472.00
R237	3409.00
R238	13111.00
R239	6415.00
R240	20841.00
R241	2313.00
R242	4375.00
R243	8755.00
R244	10806.00
R246	5007.00
R247	1900.00
R248	15501.00
R249	9134.00
R250	7149.00
R251	8803.00
R252	5786.00
R253	4399.00
R254	17198.00
R255	5815.00
R256	6074.00
R257	12601.00
R258	10852.00
R259	6138.00
R260	9828.00
R261	10038.00
R262	3609.00
R263	1350.00
R264	3442.00
R265	5935.00
R266	6395.00
R267	8233.00
R268	11435.00
R269	5989.00
R270	3580.00
R271	3001.00
R272	12488.00
R273	8687.00
R274	7292.00
R275	5515.00
R276	9640.00
R277	3778.00
R278	2805.00
R279	5394.00
R280	3951.00
R281	6165.00
R282	10099.00
R283	4297.00
R284	5147.00
R285	4499.00
R286	4362.00
R287	3920.00
R288	13719.00
R289	3195.00
R290	13409.00
R291	12167.00
R292	4085.00
R293	49196.00
R294	5846.00
R295	3484.00
R296	3683.00
R297	5578.00
R298	5195.00
R299	3302.00
R300	13754.00
R301	6710.00
R302	12420.00
R303	8064.00
R304	8297.00
R306	3410.00
R307	2863.00
R308	5389.00
R309	5032.00
R310	10231.00
R311	2216.00
R312	2159.00
R313	1246.00
R314	4466.00
R315	3681.00
R316	2080.00
R317	5077.00
R318	3522.00
R319	13186.00
R320	5881.00
R321	7049.00
R322	4898.00
R323	5905.00
R324	10193.00
R325	2744.00
R326	2709.00
R327	6386.00
R328	2686.00
R329	1940.00
R330	4956.00
R331	2408.00
R332	5288.00
R333	5851.00
R334	6327.00
R335	2815.00
R336	718.00
R337	1013.00
R338	145.00
R339	2743.00
R340	3300.00
R341	3702.00
R342	4774.00
R343	5417.00
R344	2530.00
R345	3581.00
R346	7832.00
R347	4999.00
R348	1450.00
R349	4294.00
R350	2749.00
R352	2457.00
R353	4596.00
R354	1346.00
R355	2811.00
R356	7498.00
R357	974.00
R358	1948.00
R359	18003.00
R360	1059.00
R361	8063.00
R362	4222.00
R363	3336.00
R364	6109.00
R365	3202.00
R366	4323.00
R367	5209.00
R368	5020.00
R369	3727.00
R370	3594.00
R371	5197.00
R372	4996.00
R373	4167.00
R374	6122.00
R375	4238.00
R376	3733.00
R377	8174.00
R378	9118.00
R379	4418.00
R380	5676.00
R381	5535.00
R382	6128.00
R383	4249.00
R384	2803.00
R385	7828.00
R386	7097.00
R387	7339.00
R388	6925.00
R389	2668.00
R390	10437.00
R391	6955.00
R392	6159.00
R393	4457.00
R394	4925.00
R395	5307.00
R396	4144.00
R397	2693.00
R398	5787.00
R399	4250.00
R400	3584.00
R401	2763.00
R402	2382.00
R403	3798.00
R404	5386.00
R405	5201.00
R406	7120.00
R407	3086.00
R408	9629.00
R409	4283.00
R411	2261.00
R412	2239.00
R413	3436.00
R414	2019.00
R415	314.00
R416	1206.00
R417	664.00
R418	236.00
R419	717.00
R420	4862.00
R421	2540.00
R422	1516.00
R423	3832.00
R424	2679.00
R425	2360.00
R426	1914.00
R427	2036.00
R428	3288.00
R429	6613.00
R430	3380.00
R431	4749.00
R432	2918.00
R433	1375.00
R434	2252.00
R435	2225.00
R436	3300.00
R437	3884.00
R438	4910.00
R439	4930.00
R440	2855.00
R441	2956.00
R442	2981.00
R443	6074.00
R444	3421.00
R445	7178.00
R446	5854.00
R447	3770.00
R448	898.00
R449	3944.00
R450	3403.00
R451	7475.00
R452	34255.00
R453	9188.00
R454	1074.00
R455	806.00
R456	2127.00
R460	11222.00
R461	17965.00
R462	12021.00
R463	19170.00
R464	0.00
R468	2618.00
R469	2672.00
R535	2606.00
R536	4937.00
R540	46100.00
R541	30075.00
R542	6350.00
R543	17398.00
R544	6733.00
R545	6938.00
R546	17108.00
R547	4085.00
R548	3806.00
R549	30828.00
R550	28017.00
R551	15114.00
R552	26341.00
R001	29419.00
R002	7958.00
R003	1539.00
R004	3959.00
R005	3797.00
R006	4238.00
R007	2563.00
R008	2819.00
R009	2154.00
R010	24716.00
R011	55156.00
R012	52410.00
R013	17030.00
R014	33229.00
R015	19205.00
R016	6867.00
R017	31053.00
R018	47946.00
R019	24150.00
R020	55866.00
R021	36612.00
R022	64773.00
R023	45845.00
R024	20212.00
R025	41391.00
R027	26193.00
R028	21389.00
R029	50830.00
R030	22665.00
R031	31730.00
R032	31323.00
R033	44882.00
R034	6832.00
R035	22745.00
R036	5689.00
R037	6029.00
R038	1817.00
R039	5233.00
R040	8675.00
R041	23821.00
R042	4521.00
R043	23679.00
R044	43708.00
R045	12423.00
R046	58975.00
R047	40872.00
R048	10489.00
R049	17776.00
R050	25501.00
R051	34475.00
R052	7703.00
R053	24555.00
R054	6239.00
R055	58388.00
R056	11640.00
R057	31285.00
R058	4434.00
R059	6337.00
R060	5696.00
R061	2015.00
R062	27623.00
R063	6580.00
R064	5809.00
R065	5823.00
R066	2200.00
R067	6010.00
R068	3633.00
R069	6405.00
R070	13240.00
R079	19160.00
R080	24053.00
R081	20104.00
R082	9878.00
R083	19318.00
R084	60547.00
R085	14416.00
R086	10342.00
R087	8860.00
R088	3412.00
R089	4124.00
R090	2837.00
R091	10369.00
R092	12829.00
R093	13726.00
R094	11184.00
R095	18032.00
R096	14514.00
R097	20779.00
R098	14547.00
R099	16801.00
R100	5053.00
R101	21021.00
R102	23643.00
R103	8842.00
R104	9665.00
R105	20655.00
R106	7680.00
R107	6577.00
R108	39056.00
R109	10320.00
R110	21803.00
R111	19849.00
R112	12049.00
R113	13086.00
R114	4671.00
R115	8930.00
R116	18405.00
R117	6632.00
R118	9091.00
R119	12078.00
R120	11640.00
R121	9622.00
R122	15994.00
R123	7841.00
R124	3686.00
R125	5486.00
R126	12286.00
R127	35934.00
R128	5073.00
R129	11940.00
R130	4004.00
R131	31596.00
R132	28282.00
R133	8770.00
R134	6436.00
R135	7955.00
R136	14595.00
R137	16411.00
R138	30633.00
R139	11198.00
R140	10291.00
R141	27685.00
R142	20879.00
R143	21217.00
R144	26277.00
R145	5186.00
R146	10533.00
R147	16687.00
R148	6946.00
R149	10162.00
R150	6969.00
R151	13520.00
R152	13584.00
R153	14188.00
R154	8877.00
R155	7430.00
R156	6647.00
R157	7922.00
R158	27177.00
R159	13963.00
R160	17021.00
R161	10487.00
R163	21479.00
R164	18129.00
R165	770.00
R166	14937.00
R167	16730.00
R168	35152.00
R169	15205.00
R170	91615.00
R171	9499.00
R172	13488.00
R173	9116.00
R174	10223.00
R175	34744.00
R176	29456.00
R177	36731.00
R178	35885.00
R179	57708.00
R180	15910.00
R181	11498.00
R182	16054.00
R183	3789.00
R184	6959.00
R185	6622.00
R186	10271.00
R187	11683.00
R188	15826.00
R189	8183.00
R190	13506.00
R191	12409.00
R192	12792.00
R193	9959.00
R194	11430.00
R195	19981.00
R196	7217.00
R197	12052.00
R198	13356.00
R199	4995.00
R200	11035.00
R201	21990.00
R202	14912.00
R203	14037.00
R204	12023.00
R205	16579.00
R206	13612.00
R207	14128.00
R208	17962.00
R209	5857.00
R210	4273.00
R211	15529.00
R212	11900.00
R213	4806.00
R214	3004.00
R215	11172.00
R216	5945.00
R217	9358.00
R218	13177.00
R219	9291.00
R220	10902.00
R221	8811.00
R222	16540.00
R223	12543.00
R224	5195.00
R225	4092.00
R226	5945.00
R227	7984.00
R228	7637.00
R229	4852.00
R230	4484.00
R231	6243.00
R232	7229.00
R233	7429.00
R234	2998.00
R235	20512.00
R236	10680.00
R237	4753.00
R238	13041.00
R239	7312.00
R240	21154.00
R241	2435.00
R242	4370.00
R243	8935.00
R244	11999.00
R246	5030.00
R247	1946.00
R248	18548.00
R249	6384.00
R250	7392.00
R251	9458.00
R252	6065.00
R253	4535.00
R254	17741.00
R255	5995.00
R256	8133.00
R257	12734.00
R258	11347.00
R259	6432.00
R260	10191.00
R261	10374.00
R262	3826.00
R263	1386.00
R264	3460.00
R265	6131.00
R266	6675.00
R267	9006.00
R268	10191.00
R269	6322.00
R270	3532.00
R271	3038.00
R272	13192.00
R273	9105.00
R274	7498.00
R275	5214.00
R276	10224.00
R277	3842.00
R278	2998.00
R279	5544.00
R280	4431.00
R281	6777.00
R282	10601.00
R283	4445.00
R284	4948.00
R285	4610.00
R286	4443.00
R287	3985.00
R288	14363.00
R289	3321.00
R290	13292.00
R291	14756.00
R292	4161.00
R293	48871.00
R294	6077.00
R295	3594.00
R296	3874.00
R297	5536.00
R298	7276.00
R299	3286.00
R300	14287.00
R301	6931.00
R302	13423.00
R303	8420.00
R304	8943.00
R306	3519.00
R307	2949.00
R308	5545.00
R309	5205.00
R310	10371.00
R311	2365.00
R312	2187.00
R313	1339.00
R314	4494.00
R315	3875.00
R316	2110.00
R317	5193.00
R318	3635.00
R319	9236.00
R320	5012.00
R321	7221.00
R322	14386.00
R323	8661.00
R324	10611.00
R325	2818.00
R326	2905.00
R327	5813.00
R328	3094.00
R329	2071.00
R330	3982.00
R331	2475.00
R332	5462.00
R333	6047.00
R334	6631.00
R335	3220.00
R336	571.00
R337	1243.00
R338	181.00
R339	5066.00
R340	3468.00
R341	3756.00
R342	4980.00
R343	5626.00
R344	3158.00
R345	3633.00
R346	8489.00
R347	4799.00
R348	1495.00
R349	4377.00
R350	2786.00
R352	2536.00
R353	2962.00
R354	1806.00
R355	2892.00
R356	7640.00
R357	1077.00
R358	2123.00
R359	18549.00
R360	1081.00
R361	9564.00
R362	5605.00
R363	3392.00
R364	7781.00
R365	3411.00
R366	4512.00
R367	5571.00
R368	5203.00
R369	3782.00
R370	3799.00
R371	5357.00
R372	5093.00
R373	3165.00
R374	6300.00
R375	4369.00
R376	3811.00
R377	8244.00
R378	7686.00
R379	4506.00
R380	5756.00
R381	5664.00
R382	6377.00
R383	4380.00
R384	2892.00
R385	8206.00
R386	7267.00
R387	7796.00
R388	6682.00
R389	2911.00
R390	10688.00
R391	6929.00
R392	6406.00
R393	4598.00
R394	6808.00
R395	5368.00
R396	4151.00
R397	2704.00
R398	5688.00
R399	4336.00
R400	3611.00
R401	2908.00
R402	2479.00
R403	3894.00
R404	5479.00
R405	5227.00
R406	7416.00
R407	3159.00
R408	10054.00
R409	4454.00
R411	2307.00
R412	2404.00
R413	3589.00
R414	1928.00
R415	328.00
R416	1017.00
R417	682.00
R418	255.00
R419	796.00
R420	4911.00
R421	2568.00
R422	1488.00
R423	3834.00
R424	2797.00
R425	2523.00
R426	1932.00
R427	2087.00
R428	3519.00
R429	6988.00
R430	3693.00
R431	4917.00
R432	3005.00
R433	3187.00
R434	3232.00
R435	3263.00
R436	3475.00
R437	4909.00
R438	5234.00
R439	4387.00
R440	2848.00
R441	2977.00
R442	3126.00
R443	6486.00
R444	3595.00
R445	7422.00
R446	6074.00
R447	3735.00
R448	906.00
R449	4376.00
R450	3316.00
R451	7641.00
R452	30699.00
R453	9785.00
R454	1059.00
R455	808.00
R456	2082.00
R460	10571.00
R461	19305.00
R462	12513.00
R463	19820.00
R464	0.00
R468	2700.00
R469	2822.00
R535	2669.00
R536	4813.00
R540	52770.00
R541	37741.00
R542	8633.00
R543	18251.00
R544	6950.00
R545	9518.00
R546	18478.00
R547	4693.00
R548	4420.00
R549	31469.00
R550	28169.00
R551	15639.00
R552	27687.00
R001	26653.00
R002	7883.00
R003	1477.00
R004	3230.00
R005	3648.00
R006	4519.00
R007	2478.00
R008	2715.00
R009	2151.00
R010	25628.00
R011	68728.00
R012	59137.00
R013	18426.00
R014	32142.00
R015	27541.00
R016	7494.00
R017	32355.00
R018	43286.00
R019	23786.00
R020	55299.00
R021	32938.00
R022	57511.00
R023	47081.00
R024	19510.00
R025	39885.00
R027	25516.00
R028	20716.00
R029	53602.00
R030	21502.00
R031	30322.00
R032	31619.00
R033	44882.00
R034	6819.00
R035	22440.00
R036	5504.00
R037	5749.00
R038	1779.00
R039	5019.00
R040	8407.00
R041	18304.00
R042	3410.00
R043	23143.00
R044	34181.00
R045	36364.00
R046	64676.00
R047	41625.00
R048	11618.00
R049	23732.00
R050	25343.00
R051	32086.00
R052	7500.00
R053	22951.00
R054	11296.00
R055	55624.00
R056	10206.00
R057	28984.00
R058	1923.00
R059	8702.00
R060	4871.00
R061	3871.00
R062	26613.00
R063	7389.00
R064	5588.00
R065	5572.00
R066	2109.00
R067	5690.00
R068	3367.00
R069	6142.00
R070	12409.00
R079	17391.00
R080	24292.00
R081	21163.00
R082	10382.00
R083	18492.00
R084	60976.00
R085	14765.00
R086	13517.00
R087	8256.00
R088	3206.00
R089	4029.00
R090	2808.00
R091	6929.00
R092	12537.00
R093	13014.00
R094	10865.00
R095	15998.00
R096	14522.00
R097	20104.00
R098	14204.00
R099	13732.00
R100	3719.00
R101	20241.00
R102	22586.00
R103	8008.00
R104	8620.00
R105	19702.00
R106	7283.00
R107	6490.00
R108	31803.00
R109	9895.00
R110	23997.00
R111	20574.00
R112	10474.00
R113	14946.00
R114	6140.00
R115	8926.00
R116	23887.00
R117	5035.00
R118	8246.00
R119	11216.00
R120	10974.00
R121	9656.00
R122	15826.00
R123	12353.00
R124	4457.00
R125	6267.00
R126	8226.00
R127	34354.00
R128	4317.00
R129	11320.00
R130	2373.00
R131	32422.00
R132	26465.00
R133	10135.00
R134	6255.00
R135	7649.00
R136	13895.00
R137	15794.00
R138	33631.00
R139	23830.00
R140	10081.00
R141	28062.00
R142	20731.00
R143	22212.00
R144	26315.00
R145	4892.00
R146	10139.00
R147	16137.00
R148	6748.00
R149	9611.00
R150	6839.00
R151	11011.00
R152	12944.00
R153	13545.00
R154	8670.00
R155	7300.00
R156	6465.00
R157	7739.00
R158	27893.00
R159	14408.00
R160	16012.00
R161	9863.00
R163	20618.00
R164	24074.00
R165	441.00
R166	15887.00
R167	17004.00
R168	34948.00
R169	15013.00
R170	95648.00
R171	9503.00
R172	12409.00
R173	7407.00
R174	10165.00
R175	32318.00
R176	30441.00
R177	37398.00
R178	37633.00
R179	40982.00
R180	15824.00
R181	11468.00
R182	15897.00
R183	7022.00
R184	6693.00
R185	6412.00
R186	12102.00
R187	13944.00
R188	14793.00
R189	8037.00
R190	13412.00
R191	12995.00
R192	12703.00
R193	9705.00
R194	7838.00
R195	23930.00
R196	9803.00
R197	11308.00
R198	13308.00
R199	4937.00
R200	10001.00
R201	20965.00
R202	14418.00
R203	13939.00
R204	11574.00
R205	13760.00
R206	12916.00
R207	12989.00
R208	17823.00
R209	5646.00
R210	4104.00
R211	20401.00
R212	11692.00
R213	10141.00
R214	6413.00
R215	10700.00
R216	5874.00
R217	8757.00
R218	13425.00
R219	10123.00
R220	11013.00
R221	8605.00
R222	15537.00
R223	13488.00
R224	5235.00
R225	4090.00
R226	5739.00
R227	7942.00
R228	7296.00
R229	4765.00
R230	4219.00
R231	6126.00
R232	7103.00
R233	7208.00
R234	2950.00
R235	19789.00
R236	10631.00
R237	4312.00
R238	14439.00
R239	7709.00
R240	18834.00
R241	2636.00
R242	4340.00
R243	8773.00
R244	10812.00
R246	4733.00
R247	1934.00
R248	20420.00
R249	9464.00
R250	7551.00
R251	9184.00
R252	5712.00
R253	4418.00
R254	17357.00
R255	5820.00
R256	7939.00
R257	12531.00
R258	10908.00
R259	6305.00
R260	9865.00
R261	10313.00
R262	3725.00
R263	224.00
R264	3336.00
R265	6191.00
R266	6635.00
R267	9522.00
R268	13038.00
R269	6311.00
R270	1582.00
R271	2963.00
R272	13581.00
R273	8643.00
R274	7548.00
R275	5422.00
R276	7355.00
R277	3860.00
R278	2611.00
R279	5573.00
R280	2906.00
R281	8480.00
R282	11104.00
R283	3658.00
R284	5244.00
R285	4403.00
R286	4416.00
R287	4253.00
R288	14412.00
R289	3381.00
R290	15343.00
R291	14358.00
R292	3917.00
R293	53502.00
R294	6159.00
R295	3421.00
R296	3848.00
R297	5397.00
R298	7047.00
R299	3323.00
R300	14973.00
R301	7347.00
R302	13722.00
R303	8294.00
R304	8615.00
R306	3300.00
R307	2935.00
R308	5297.00
R309	4960.00
R310	10446.00
R311	594.00
R312	1995.00
R313	1300.00
R314	4500.00
R315	2647.00
R316	2048.00
R317	5475.00
R318	1324.00
R319	13524.00
R320	5821.00
R321	2520.00
R322	9404.00
R323	7939.00
R324	10487.00
R325	2583.00
R326	2829.00
R327	6617.00
R328	3258.00
R329	1975.00
R330	4875.00
R331	2506.00
R332	5424.00
R333	6169.00
R334	6646.00
R335	2997.00
R336	978.00
R337	1082.00
R338	153.00
R339	4285.00
R340	3366.00
R341	3736.00
R342	4800.00
R343	5662.00
R344	3046.00
R345	3661.00
R346	8402.00
R347	4803.00
R348	1565.00
R349	4203.00
R350	2643.00
R352	2473.00
R353	4520.00
R354	1815.00
R355	2792.00
R356	7369.00
R357	1141.00
R358	2035.00
R359	18251.00
R360	1063.00
R361	8644.00
R362	4994.00
R363	3304.00
R364	6989.00
R365	3326.00
R366	4362.00
R367	5179.00
R368	4922.00
R369	3696.00
R370	3670.00
R371	5434.00
R372	4968.00
R373	4113.00
R374	6005.00
R375	4210.00
R376	3516.00
R377	7764.00
R378	9113.00
R379	4380.00
R380	5573.00
R381	5405.00
R382	6181.00
